"","zip","gross_income","num_dependents","adj_gross_income","total_income_returns","total_income_amount","agi_salaries_wages_returns","agi_salaries_wages_amount","farm_returns","unemployment_compensation_returns","unemployment_compensation_amount","state_local_income_tax_returns","state_local_income_tax_amount","state_local_general_sales_returns","state_local_general_sales_amount","real_estate_returns","real_estate_amount","taxes_paid_returns","taxes_paid_amount","taxable_income_returns","taxable_income_amount","child_tax_credit_returns","child_tax_credit_amount","total_tax_payments_returns","total_tax_payments_amount","tax_due_at_filing_returns","tax_due_at_filing_amount","overpayments_refunded_returns","overpayments_refunded_amount"
"32",37014,"$50,000 under $75,000",70,6807,110,6909,80,3974,40,0,0,0,0,30,58,30,71,40,134,110,4343,0,0,110,759,30,103,70,216
"33",37014,"$75,000 under $100,000",60,7485,90,7553,70,4898,0,0,0,0,0,30,68,40,92,40,176,80,5065,20,41,80,830,30,64,50,138
"34",37014,"$100,000 under $200,000",180,24856,180,25334,160,18600,0,0,0,30,277,110,371,120,336,130,766,180,18741,40,47,170,3251,70,578,100,404
"35",37014,"$200,000 or more",120,46296,120,47380,100,28322,0,0,0,0,0,80,370,90,421,100,1039,120,41303,0,0,120,10878,60,1334,40,378
"36",37015,"Total",5520,380946,8090,385801,6920,293859,220,270,945,40,188,1030,2199,1100,1946,1210,4707,6280,241702,1500,1917,7810,52646,1240,4542,6660,17585
"37",37015,"$1 under $25,000",1500,38946,3040,39759,2340,28731,40,110,366,0,0,80,72,80,112,100,192,1320,8086,80,33,2840,6708,270,264,2640,5381
"38",37015,"$25,000 under $50,000",1790,85099,2330,85874,2110,73538,50,80,279,20,68,210,284,220,287,260,601,2250,44052,590,548,2290,10486,260,402,2060,5640
"39",37015,"$50,000 under $75,000",1150,79444,1300,80419,1180,65231,40,50,189,0,0,260,447,270,390,310,911,1290,50933,460,765,1280,9143,250,591,1030,3145
"40",37015,"$75,000 under $100,000",570,64678,750,65282,680,52303,30,30,111,0,0,180,391,200,358,210,794,750,46648,240,401,740,7824,180,581,560,1788
"41",37015,"$100,000 under $200,000",450,75220,580,76036,530,56371,60,0,0,20,120,240,731,270,589,270,1437,580,58947,130,170,570,10603,230,1250,340,1377
"42",37015,"$200,000 or more",60,37559,90,38431,80,17685,0,0,0,0,0,60,274,60,210,60,772,90,33036,0,0,90,7882,50,1454,30,254
"43",37016,"Total",220,18762,360,18957,300,13454,70,0,0,0,0,50,96,50,88,60,201,290,12236,60,79,340,2354,80,356,270,752
"44",37016,"$1 under $25,000",50,1509,120,1521,90,1176,0,0,0,0,0,0,0,0,0,0,0,50,371,0,0,110,257,30,26,90,209
"45",37016,"$25,000 under $50,000",60,3706,100,3794,90,2875,40,0,0,0,0,30,38,30,48,0,0,100,1758,40,45,100,426,0,0,90,227
"46",37016,"$50,000 under $75,000",40,3506,60,3506,50,2753,0,0,0,0,0,0,0,0,0,40,100,60,2221,0,0,50,364,30,55,40,131
"47",37016,"$75,000 under $100,000",30,3414,40,3509,30,2736,30,0,0,0,0,20,58,0,0,0,0,40,2515,20,34,40,430,0,0,30,92
"48",37016,"$100,000 under $200,000",40,6627,40,6627,40,3914,0,0,0,0,0,0,0,20,40,20,101,40,5371,0,0,40,877,20,275,20,93
"49",37016,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50",37018,"Total",550,40901,810,41426,690,27513,70,30,101,0,0,100,258,110,234,120,579,570,25429,130,159,770,6047,120,487,680,1828
"51",37018,"$1 under $25,000",210,4427,370,4556,290,3450,0,30,101,0,0,20,21,20,36,30,62,130,739,0,0,330,848,50,62,320,723
"52",37018,"$25,000 under $50,000",130,6972,190,7072,170,5809,40,0,0,0,0,0,0,0,0,0,0,190,3387,60,46,190,918,0,0,170,529
"53",37018,"$50,000 under $75,000",80,7037,110,7176,100,5491,0,0,0,0,0,40,70,40,55,40,135,110,4518,30,52,110,768,40,131,90,209
"54",37018,"$75,000 under $100,000",60,5303,60,5303,60,4162,30,0,0,0,0,0,0,0,0,0,0,60,3788,40,61,60,592,0,0,50,146
"55",37018,"$100,000 under $200,000",70,17162,80,17319,70,8601,0,0,0,0,0,40,167,50,143,50,382,80,12997,0,0,80,2921,30,294,50,221
"56",37018,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57",37019,"Total",260,16592,430,16683,370,12760,40,0,0,0,0,0,0,0,0,20,44,310,9952,70,70,410,2271,60,101,350,906
"58",37019,"$1 under $25,000",80,2137,180,2161,140,1622,0,0,0,0,0,0,0,0,0,20,44,70,414,0,0,160,381,0,0,150,322
"59",37019,"$25,000 under $50,000",100,5004,140,5043,120,4016,0,0,0,0,0,0,0,0,0,0,0,130,2540,40,24,140,601,30,41,120,316
"60",37019,"$50,000 under $75,000",40,3874,60,3902,60,3094,40,0,0,0,0,0,0,0,0,0,0,60,2606,30,46,60,473,30,60,50,136
"61",37019,"$75,000 under $100,000",40,5577,50,5577,50,4028,0,0,0,0,0,0,0,0,0,0,0,50,4392,0,0,50,816,0,0,30,132
"62",37019,"$100,000 under $200,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"63",37019,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"64",37020,"Total",1580,111152,2140,113089,1800,83559,180,80,265,0,0,320,702,360,551,390,1480,1670,71857,500,680,2040,15069,370,1496,1700,4457
"65",37020,"$1 under $25,000",290,8899,740,9153,560,6649,40,30,94,0,0,30,23,30,29,30,51,290,1746,0,0,660,1359,70,85,620,1088
"66",37020,"$25,000 under $50,000",420,20977,570,21251,500,17828,40,20,78,0,0,70,86,80,92,90,194,550,10595,170,158,560,2486,70,148,490,1345
"67",37020,"$50,000 under $75,000",370,22431,370,22763,330,18361,30,30,93,0,0,60,102,70,94,80,200,370,13935,160,250,360,2388,80,177,290,807
"68",37020,"$75,000 under $100,000",260,19961,230,20208,210,16461,30,0,0,0,0,60,133,70,90,70,242,230,13852,110,183,230,2326,60,182,170,612
"69",37020,"$100,000 under $200,000",210,24754,190,25584,170,18093,40,0,0,0,0,80,270,90,153,90,470,190,19143,60,89,190,3380,90,904,130,605
"70",37020,"$200,000 or more",30,14130,40,14130,30,6167,0,0,0,0,0,20,88,20,93,30,323,40,12586,0,0,40,3130,0,0,0,0
"71",37022,"Total",1600,103776,2430,104963,2050,83741,200,90,243,20,47,270,505,280,372,310,992,1780,63017,440,536,2320,14060,370,1268,1990,5391
"72",37022,"$1 under $25,000",540,12825,1020,13061,760,9354,50,40,103,20,47,30,25,20,27,30,63,390,2218,40,13,930,2367,80,70,880,1939
"73",37022,"$25,000 under $50,000",450,24269,670,24529,610,20488,50,30,82,0,0,60,71,60,64,80,155,650,12116,160,147,650,2945,90,182,580,1660
"74",37022,"$50,000 under $75,000",300,23644,380,23911,350,20462,40,20,58,0,0,60,97,70,65,70,178,380,15302,130,203,380,2710,80,223,300,923
"75",37022,"$75,000 under $100,000",140,15586,180,15680,170,13130,30,0,0,0,0,50,96,50,60,50,158,180,11118,60,99,180,1749,50,130,130,412
"76",37022,"$100,000 under $200,000",170,18967,150,19297,160,20307,30,0,0,0,0,70,216,80,156,80,438,150,14540,50,74,150,2550,70,663,100,457
"77",37022,"$200,000 or more",0,8485,30,8485,0,0,0,0,0,0,0,0,0,0,0,0,0,30,7723,0,0,30,1739,0,0,0,0
"78",37023,"Total",530,28389,710,28714,590,22632,40,50,161,0,0,70,132,70,79,80,245,510,16163,140,156,680,3913,80,208,600,1785
"79",37023,"$1 under $25,000",190,3655,300,3731,230,2598,0,0,0,0,0,0,0,0,0,20,41,110,597,0,0,270,712,20,20,260,609
"80",37023,"$25,000 under $50,000",160,7301,200,7409,170,5951,40,50,161,0,0,0,0,0,0,0,0,190,3368,60,49,200,934,30,76,180,574
"81",37023,"$50,000 under $75,000",90,6000,100,6061,90,5279,0,0,0,0,0,40,63,40,37,30,69,100,3662,40,56,100,738,0,0,80,318
"82",37023,"$75,000 under $100,000",50,5362,60,5442,60,3948,0,0,0,0,0,30,69,30,42,30,135,60,3762,40,51,60,616,30,112,50,156
"83",37023,"$100,000 under $200,000",40,6071,50,6071,40,4856,0,0,0,0,0,0,0,0,0,0,0,50,4774,0,0,50,913,0,0,30,128
"84",37023,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85",37025,"Total",1790,111048,2620,112418,2220,89940,110,90,265,0,0,280,606,300,433,340,1117,1950,66600,500,622,2510,15170,380,1060,2160,5718
"86",37025,"$1 under $25,000",570,13586,1080,13865,830,10145,20,30,67,0,0,20,26,30,38,30,68,440,2493,40,13,1000,2496,90,99,940,2045
"87",37025,"$25,000 under $50,000",530,26353,720,26665,630,21780,30,40,117,0,0,80,104,70,85,90,195,700,12952,180,172,700,3218,100,177,610,1783
"88",37025,"$50,000 under $75,000",360,26186,430,26420,390,21979,40,20,81,0,0,70,120,70,94,80,228,420,16603,160,256,420,2947,70,218,350,1031
"89",37025,"$75,000 under $100,000",170,17562,200,17722,190,14025,0,0,0,0,0,40,116,50,59,50,178,200,12620,70,110,200,2098,50,137,150,463
"90",37025,"$100,000 under $200,000",160,27361,190,27746,180,22011,20,0,0,0,0,70,240,80,157,90,448,190,21932,50,71,190,4411,70,429,110,396
"91",37025,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92",37026,"Total",680,38905,900,39338,750,30798,90,30,79,0,0,90,173,90,100,110,296,680,23234,180,234,860,5123,150,388,720,1959
"93",37026,"$1 under $25,000",170,4089,340,4158,250,2845,0,0,0,0,0,0,0,0,0,0,0,130,677,0,0,310,722,40,36,280,570
"94",37026,"$25,000 under $50,000",240,9784,270,9900,240,8275,40,30,79,0,0,30,37,30,25,40,67,260,4677,80,74,260,1251,40,69,230,739
"95",37026,"$50,000 under $75,000",120,9229,150,9304,140,7984,20,0,0,0,0,20,35,20,25,30,60,150,5917,50,73,150,1035,50,87,120,321
"96",37026,"$75,000 under $100,000",90,7017,80,7116,70,5487,30,0,0,0,0,40,101,40,50,20,75,80,4880,50,87,80,797,0,0,60,193
"97",37026,"$100,000 under $200,000",60,8786,60,8860,50,6207,0,0,0,0,0,0,0,0,0,20,94,60,7083,0,0,60,1318,20,196,30,136
"98",37026,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"99",37027,"Total",19410,4261819,25830,4353314,20680,2807185,210,390,1518,1500,17924,10870,36144,12260,53546,13290,108877,22120,3568093,2580,3517,24110,917689,8870,116148,14560,62446
"100",37027,"$1 under $25,000",840,59051,6340,61421,4700,41462,30,70,254,60,65,390,362,350,1071,500,1532,2870,16063,40,13,5150,6786,1090,962,4470,4697
"101",37027,"$25,000 under $50,000",1100,117513,3170,120948,2440,82983,0,60,220,90,183,660,881,660,1933,850,3073,2990,65362,340,326,2960,12983,730,1505,2260,5062
"102",37027,"$50,000 under $75,000",1340,155110,2500,158919,1910,102932,0,60,222,90,315,940,1604,1020,3166,1180,5176,2450,100474,500,735,2390,17987,820,2427,1560,4716
"103",37027,"$75,000 under $100,000",1610,193573,2220,198034,1710,122931,20,50,174,100,338,1080,2232,1180,3826,1300,6543,2210,133519,600,1036,2150,22791,750,3065,1340,4630
"104",37027,"$100,000 under $200,000",6050,822451,5720,840825,4790,574761,60,100,379,370,1886,3660,10641,4130,14839,4340,27740,5720,629128,1100,1407,5630,120904,2400,14064,2920,14148
"105",37027,"$200,000 or more",8470,2914121,5880,2973167,5130,1882116,100,50,269,790,15137,4140,20424,4920,28711,5120,64813,5880,2623547,0,0,5830,736238,3080,94125,2010,29193
"106",37028,"Total",150,10967,260,11153,190,7173,0,0,0,0,0,0,0,30,38,30,159,180,6551,40,40,240,1462,30,74,210,533
"107",37028,"$1 under $25,000",60,1519,120,1549,80,978,0,0,0,0,0,0,0,0,0,0,0,40,217,0,0,100,242,0,0,100,208
"108",37028,"$25,000 under $50,000",40,2237,60,2237,50,1466,0,0,0,0,0,0,0,0,0,0,0,60,1104,40,40,60,271,30,74,60,161
"109",37028,"$50,000 under $75,000",50,3585,50,3741,40,2618,0,0,0,0,0,0,0,30,38,30,159,50,2280,0,0,50,395,0,0,50,164
"110",37028,"$75,000 under $100,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"111",37028,"$100,000 under $200,000",0,3626,30,3626,20,2111,0,0,0,0,0,0,0,0,0,0,0,30,2950,0,0,30,554,0,0,0,0
"112",37028,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"113",37029,"Total",1600,166643,2540,169122,2120,124178,90,70,220,20,135,540,1379,590,1153,640,2754,2070,118662,510,687,2430,25608,490,2118,1950,5039
"114",37029,"$1 under $25,000",280,9648,790,9949,600,7133,20,40,117,0,0,40,43,40,61,50,105,340,2149,30,12,710,1535,70,75,670,1199
"115",37029,"$25,000 under $50,000",280,19433,530,19677,440,14934,0,0,0,0,0,60,84,70,95,80,202,520,10304,110,102,510,2232,70,127,450,1108
"116",37029,"$50,000 under $75,000",380,27935,450,28338,400,22283,30,30,103,20,135,120,230,130,203,140,449,440,17610,170,282,440,3017,100,198,340,948
"117",37029,"$75,000 under $100,000",250,25950,300,26232,260,20105,0,0,0,0,0,90,213,100,183,100,398,300,18511,110,178,300,3036,80,238,220,668
"118",37029,"$100,000 under $200,000",340,49833,380,50475,350,39521,40,0,0,0,0,180,602,200,451,210,1141,380,39365,90,113,380,7473,130,536,240,916
"119",37029,"$200,000 or more",70,33844,90,34451,70,20202,0,0,0,0,0,50,207,50,160,60,459,90,30723,0,0,90,8315,40,944,30,200
"120",37030,"Total",1900,127020,2880,128920,2450,95113,170,110,304,0,0,290,686,310,456,330,1453,2120,78731,510,630,2740,18565,440,1310,2320,6420
"121",37030,"$1 under $25,000",630,15088,1220,15380,950,11596,30,30,87,0,0,20,23,20,21,20,43,500,2816,30,10,1100,2788,110,73,1030,2299
"122",37030,"$25,000 under $50,000",570,27837,770,28220,690,23625,30,60,143,0,0,60,90,60,62,70,157,730,13861,200,184,750,3545,70,119,680,2008
"123",37030,"$50,000 under $75,000",340,26584,430,26886,400,21619,40,0,0,0,0,70,104,70,76,80,224,430,16913,150,241,430,3082,90,213,340,1067
"124",37030,"$75,000 under $100,000",170,20532,240,20796,210,15611,30,20,74,0,0,50,123,60,79,60,223,240,14687,80,127,240,2337,80,222,150,491
"125",37030,"$100,000 under $200,000",160,24370,190,24774,170,16706,40,0,0,0,0,90,346,80,152,80,525,190,19095,50,68,190,3500,90,683,120,555
"126",37030,"$200,000 or more",30,12609,30,12864,30,5956,0,0,0,0,0,0,0,20,66,20,281,30,11359,0,0,30,3313,0,0,0,0
"127",37031,"Total",1110,94813,1790,96021,1530,70880,80,50,207,0,0,300,662,320,514,360,1243,1420,63098,340,445,1700,13316,320,1497,1430,3769
"128",37031,"$1 under $25,000",270,7580,600,7726,470,5746,0,30,120,0,0,30,41,30,51,40,101,250,1466,0,0,550,1281,60,53,510,1048
"129",37031,"$25,000 under $50,000",300,17119,470,17350,410,13729,50,0,0,0,0,60,83,60,67,70,153,450,8800,120,102,460,2038,80,124,390,1069
"130",37031,"$50,000 under $75,000",200,19199,310,19452,280,15749,0,20,87,0,0,60,100,60,88,70,200,310,12588,90,141,300,2206,60,177,250,665
"131",37031,"$75,000 under $100,000",170,17543,210,17770,190,13713,30,0,0,0,0,60,155,70,107,80,290,210,12394,80,133,200,2100,40,127,160,544
"132",37031,"$100,000 under $200,000",170,21701,170,22052,160,17103,0,0,0,0,0,90,283,100,201,100,499,170,17083,50,69,170,2958,80,1016,120,443
"133",37031,"$200,000 or more",0,11671,30,11671,20,4840,0,0,0,0,0,0,0,0,0,0,0,30,10767,0,0,20,2733,0,0,0,0
"134",37032,"Total",1490,99420,2040,100833,1780,77431,210,60,219,30,175,320,710,360,645,380,1582,1560,62679,400,524,1960,13046,350,1354,1630,4242
"135",37032,"$1 under $25,000",360,9096,750,9314,590,6872,30,40,134,0,0,30,27,30,38,30,85,300,1823,0,0,680,1415,70,87,640,1132
"136",37032,"$25,000 under $50,000",500,20169,560,20447,510,17021,50,0,0,0,0,50,64,60,82,70,166,530,9548,160,146,550,2460,80,143,480,1454
"137",37032,"$50,000 under $75,000",240,20558,330,20866,300,16001,50,20,85,0,0,70,137,80,134,80,304,330,13188,110,176,330,2269,70,219,250,686
"138",37032,"$75,000 under $100,000",190,17741,200,17919,190,14686,40,0,0,30,175,70,157,80,131,80,318,200,12328,80,129,200,1991,50,211,150,554
"139",37032,"$100,000 under $200,000",180,21941,170,22372,160,17221,40,0,0,0,0,100,325,110,260,100,510,170,16874,50,73,170,2857,60,325,110,416
"140",37032,"$200,000 or more",20,9915,30,9915,30,5630,0,0,0,0,0,0,0,0,0,20,199,30,8918,0,0,30,2054,20,369,0,0
"141",37033,"Total",2010,122729,2920,124267,2360,88494,160,140,370,20,157,270,559,270,490,330,1260,2040,73686,470,592,2750,17344,440,1566,2370,6234
"142",37033,"$1 under $25,000",720,16081,1310,16388,960,11242,30,70,154,0,0,30,23,30,30,40,55,480,2721,40,11,1170,2953,120,99,1110,2415
"143",37033,"$25,000 under $50,000",500,27920,780,28207,680,22179,30,40,106,20,157,60,90,70,91,80,205,750,13697,170,143,770,3415,100,120,670,1810
"144",37033,"$50,000 under $75,000",400,25149,410,25447,360,19521,40,30,110,0,0,60,105,50,61,70,176,400,15478,140,228,400,2719,80,234,320,986
"145",37033,"$75,000 under $100,000",200,18332,220,18536,190,13657,20,0,0,0,0,40,93,40,73,50,184,210,12765,80,146,210,2054,70,172,150,474
"146",37033,"$100,000 under $200,000",160,21992,170,22434,150,15088,40,0,0,0,0,80,248,80,235,70,364,170,17113,40,64,170,3077,70,941,120,549
"147",37033,"$200,000 or more",30,13255,30,13255,20,6807,0,0,0,0,0,0,0,0,0,20,276,30,11912,0,0,30,3126,0,0,0,0
"148",37034,"Total",2150,145421,2980,147176,2620,117910,190,100,247,30,81,420,826,460,732,500,1746,2370,92374,700,924,2860,19399,510,1297,2400,6616
"149",37034,"$1 under $25,000",470,12148,990,12360,770,9063,40,30,88,0,0,40,37,30,48,40,92,410,2306,40,13,890,2083,100,74,830,1709
"150",37034,"$25,000 under $50,000",610,30085,820,30399,750,24895,40,50,123,0,0,100,127,90,130,110,266,790,15125,250,234,810,3674,100,174,720,2047
"151",37034,"$50,000 under $75,000",420,32825,530,33062,480,26811,40,0,0,30,81,100,179,120,159,130,411,530,20972,180,293,520,3658,120,308,400,1239
"152",37034,"$75,000 under $100,000",330,30062,350,30277,340,26042,30,20,36,0,0,80,177,100,145,100,343,350,21584,140,244,350,3640,70,148,280,893
"153",37034,"$100,000 under $200,000",320,34226,270,35003,260,27862,40,0,0,0,0,100,306,120,250,120,634,270,26900,90,140,270,4867,120,593,170,728
"154",37034,"$200,000 or more",0,6075,20,6075,20,3237,0,0,0,0,0,0,0,0,0,0,0,20,5487,0,0,20,1477,0,0,0,0
"155",37035,"Total",1060,78396,1570,79388,1350,60515,70,50,191,0,0,180,410,230,370,230,872,1230,50914,300,381,1500,10224,260,1029,1260,3293
"156",37035,"$1 under $25,000",290,6972,550,7114,430,5292,0,0,0,0,0,0,0,0,0,0,0,230,1367,0,0,500,1164,60,57,460,938
"157",37035,"$25,000 under $50,000",280,15526,430,15702,370,12501,40,50,191,0,0,60,72,70,77,70,154,410,7932,120,99,420,1814,50,110,370,973
"158",37035,"$50,000 under $75,000",180,15321,250,15472,230,12896,0,0,0,0,0,30,49,50,78,50,142,250,10013,80,130,240,1779,40,91,200,556
"159",37035,"$75,000 under $100,000",160,15255,180,15424,170,12407,30,0,0,0,0,30,81,40,56,40,148,180,10884,60,100,180,1873,40,184,140,498
"160",37035,"$100,000 under $200,000",150,25322,160,25676,150,17419,0,0,0,0,0,60,208,70,159,70,428,160,20718,40,52,160,3594,70,587,90,328
"161",37035,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"162",37036,"Total",1620,113872,2440,115258,2050,88303,170,110,341,0,0,290,674,310,453,340,1234,1830,72251,450,592,2320,16189,410,1191,1960,5477
"163",37036,"$1 under $25,000",510,11805,940,12092,680,8066,30,40,95,0,0,0,0,20,28,30,53,360,2245,20,9,850,2228,100,78,790,1816
"164",37036,"$25,000 under $50,000",410,23069,640,23271,570,19502,30,50,171,0,0,70,94,50,58,60,138,620,11762,140,129,620,2805,80,125,550,1546
"165",37036,"$50,000 under $75,000",350,24860,410,25047,370,20589,40,0,0,0,0,80,152,80,102,90,277,400,15708,140,234,400,2748,90,220,320,990
"166",37036,"$75,000 under $100,000",190,20920,240,21129,230,17247,30,20,75,0,0,60,145,70,92,70,259,240,14948,100,153,240,2517,60,159,180,593
"167",37036,"$100,000 under $200,000",160,33218,210,33719,200,22899,40,0,0,0,0,80,283,90,173,90,507,210,27588,50,67,210,5891,80,609,120,532
"168",37036,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"169",37037,"Total",2400,178417,3260,180645,2930,144793,170,100,305,30,86,610,1517,670,1099,730,2956,2650,118283,810,1115,3140,23940,550,2686,2640,7011
"170",37037,"$1 under $25,000",370,11994,1030,12266,840,9663,30,30,80,0,0,40,42,50,65,60,120,450,2723,30,9,940,1943,100,73,870,1529
"171",37037,"$25,000 under $50,000",590,31145,840,31671,770,26956,30,30,102,30,86,120,164,130,162,150,357,810,16136,230,218,830,3769,120,236,720,1987
"172",37037,"$50,000 under $75,000",580,37830,610,38239,570,32502,20,40,123,0,0,140,286,150,190,160,492,610,23745,260,421,600,4058,120,305,490,1415
"173",37037,"$75,000 under $100,000",430,32677,380,32976,370,28814,30,0,0,0,0,110,256,120,184,130,481,380,22705,190,322,380,3771,70,198,310,1011
"174",37037,"$100,000 under $200,000",370,45155,350,45596,330,35045,60,0,0,0,0,160,518,180,390,190,998,350,35122,100,145,340,6371,110,714,230,903
"175",37037,"$200,000 or more",60,19616,50,19897,50,11813,0,0,0,0,0,40,251,40,108,40,508,50,17852,0,0,50,4028,30,1160,20,166
"176",37040,"Total",15820,906084,21590,918261,19350,740762,140,950,3404,440,1389,2260,4791,2820,5891,3190,12504,16190,542222,4450,5377,21050,127668,2790,9651,18410,54507
"177",37040,"$1 under $25,000",5150,115623,8960,117595,7710,97351,40,390,1239,30,18,200,225,230,375,290,706,3830,21747,320,101,8550,23153,540,564,8170,20239
"178",37040,"$25,000 under $50,000",4980,225462,6230,227916,5720,198999,0,280,1109,100,170,460,658,590,951,710,1859,5980,110972,1820,1619,6150,29243,650,1088,5540,18261
"179",37040,"$50,000 under $75,000",2870,199739,3270,201839,3050,171127,30,160,601,130,350,550,1001,720,1358,810,2819,3260,128156,1300,2059,3250,22832,570,1359,2670,8438
"180",37040,"$75,000 under $100,000",1510,137590,1600,139050,1490,113393,20,70,211,60,192,430,994,520,1040,570,2302,1600,97020,650,1107,1590,16290,390,1020,1200,4177
"181",37040,"$100,000 under $200,000",1190,172299,1370,174948,1250,130689,50,50,244,100,441,520,1503,650,1696,690,3711,1360,134618,360,491,1350,23889,540,2795,790,3003
"182",37040,"$200,000 or more",120,55371,160,56913,130,29203,0,0,0,20,218,100,410,110,471,120,1107,160,49709,0,0,160,12261,100,2825,40,389
"183",37042,"Total",25600,1146971,31460,1158950,28620,969556,80,1400,5373,570,1553,2390,4700,3060,5631,3580,12435,22770,615836,6720,7485,30900,162552,3160,6741,27930,88662
"184",37042,"$1 under $25,000",9030,182511,13700,185493,12030,160501,30,560,1932,60,39,240,256,270,563,380,926,5570,32655,570,177,13230,38972,630,456,12780,34784
"185",37042,"$25,000 under $50,000",9530,364648,10240,367999,9530,328430,0,470,1928,160,280,710,1116,920,1542,1110,3113,9690,164451,3310,2831,10170,49028,910,1188,9300,34051
"186",37042,"$50,000 under $75,000",4120,262933,4320,265361,4040,224665,30,220,866,140,330,610,1077,820,1446,930,2981,4310,165582,1790,2797,4310,29943,700,1300,3600,11810
"187",37042,"$75,000 under $100,000",1860,166329,1940,167736,1830,133232,0,100,425,110,362,400,908,530,928,580,2272,1940,117782,760,1282,1940,19787,440,987,1490,5149
"188",37042,"$100,000 under $200,000",990,149121,1190,150351,1130,114038,20,50,222,100,542,390,1171,480,1003,530,2684,1190,116614,290,398,1180,20672,430,1789,760,2868
"189",37042,"$200,000 or more",70,21429,70,22010,60,8690,0,0,0,0,0,40,172,40,149,50,459,70,18752,0,0,70,4150,50,1021,0,0
"190",37043,"Total",13330,1260929,20290,1283776,16950,890404,250,660,2314,530,3065,4110,9927,4800,12621,5210,26209,16500,876091,3940,5294,19450,189031,4070,20232,15460,43539
"191",37043,"$1 under $25,000",2360,81368,6680,83115,5290,62760,30,210,690,20,19,240,240,260,560,320,845,3090,17676,170,61,6070,12816,610,514,5680,10629
"192",37043,"$25,000 under $50,000",2970,172280,4720,174873,3980,138582,40,200,698,50,99,570,821,620,1273,740,2235,4540,89235,1120,1063,4620,20714,670,1212,4000,11305
"193",37043,"$50,000 under $75,000",2630,197258,3200,199747,2730,149841,30,90,303,80,268,820,1495,960,1961,1040,3821,3180,125335,1120,1768,3150,22338,700,1654,2440,7804
"194",37043,"$75,000 under $100,000",2030,194111,2250,196707,1930,144564,40,80,273,90,340,730,1568,870,2005,940,4134,2250,136049,830,1439,2220,22468,610,1804,1580,5360
"195",37043,"$100,000 under $200,000",2700,369838,2790,375878,2470,268856,70,80,350,190,1045,1350,4032,1600,4444,1660,9701,2790,288146,700,963,2760,51824,1120,5951,1560,5975
"196",37043,"$200,000 or more",640,246074,650,253456,550,125801,40,0,0,100,1294,400,1771,490,2378,510,5473,650,219650,0,0,630,58871,360,9097,200,2466
"197",37046,"Total",1140,189404,1800,193360,1420,113949,160,40,124,30,449,470,1639,530,1530,570,3710,1460,150649,280,372,1690,31570,510,5173,1190,3158
"198",37046,"$1 under $25,000",130,6499,570,6745,410,4636,30,0,0,0,0,40,34,30,60,40,106,250,1415,0,0,510,876,90,75,440,597
"199",37046,"$25,000 under $50,000",200,13016,360,13243,280,9461,30,40,124,0,0,30,33,40,68,40,102,350,6590,90,75,340,1369,80,145,270,652
"200",37046,"$50,000 under $75,000",170,14511,240,14727,200,10638,20,0,0,0,0,60,106,60,94,70,206,240,9058,70,113,230,1537,60,165,160,462
"201",37046,"$75,000 under $100,000",140,13993,160,14189,140,9480,20,0,0,0,0,50,127,60,116,70,267,160,9590,60,100,150,1514,50,206,110,333
"202",37046,"$100,000 under $200,000",300,41967,310,43039,260,30141,40,0,0,0,0,180,592,210,483,210,1163,300,31928,60,84,300,5894,130,896,160,724
"203",37046,"$200,000 or more",200,99418,160,101417,130,49593,20,0,0,30,449,110,747,130,709,140,1866,160,92068,0,0,160,20380,100,3686,50,390
"204",37047,"Total",670,53034,1090,53683,910,35927,110,30,100,0,0,100,183,90,168,130,444,830,35138,190,263,1030,6868,180,648,870,2164
"205",37047,"$1 under $25,000",150,5524,440,5601,350,4197,30,30,100,0,0,0,0,20,26,0,0,190,1251,0,0,400,850,50,34,370,676
"206",37047,"$25,000 under $50,000",210,10878,300,10986,260,8939,20,0,0,0,0,50,69,0,0,40,80,290,5615,90,80,290,1319,40,72,260,718
"207",37047,"$50,000 under $75,000",130,9273,150,9342,130,7497,20,0,0,0,0,0,0,20,22,20,58,150,5918,50,84,150,1020,20,49,120,310
